X,Y,,,,,,value
-14,26,,,,,,Pass
-15,26,,,,,,Pass
-16,26,,,,,,Pass
-17,26,,,,,,Pass
-18,26,,,,,,Pass
-19,26,,,,,,Pass
-20,26,,,,,,Pass
-18,25,,,,,,Pass
-17,25,,,,,,Pass
-16,25,,,,,,Pass
-15,25,,,,,,Pass
-12,25,,,,,,Pass
-11,25,,,,,,Pass
-10,25,,,,,,Pass
-9,25,,,,,,Pass
-8,25,,,,,,Pass
-7,25,,,,,,Pass
-6,25,,,,,,Pass
-5,25,,,,,,Pass
-4,25,,,,,,Pass
-3,25,,,,,,Pass
-2,25,,,,,,Pass
-1,25,,,,,,Pass
0,25,,,,,,Pass
1,25,,,,,,Pass
2,25,,,,,,Pass
4,25,,,,,,Pass
5,25,,,,,,Pass
6,25,,,,,,Pass
7,25,,,,,,Pass
8,25,,,,,,Pass
9,25,,,,,,Pass
10,25,,,,,,Pass
11,25,,,,,,Pass
12,25,,,,,,Pass
13,25,,,,,,Pass
14,25,,,,,,Pass
15,25,,,,,,Pass
17,25,,,,,,Pass
18,25,,,,,,Pass
19,25,,,,,,Pass
20,25,,,,,,Pass
21,25,,,,,,Pass
22,25,,,,,,Pass
23,25,,,,,,Pass
24,25,,,,,,Pass
25,25,,,,,,Pass
26,25,,,,,,Pass
27,25,,,,,,Pass
28,25,,,,,,Pass
29,25,,,,,,Pass
30,25,,,,,,Pass
31,25,,,,,,Pass
31,24,,,,,,Pass
30,24,,,,,,Pass
29,24,,,,,,Pass
28,24,,,,,,Pass
27,24,,,,,,Pass
26,24,,,,,,Pass
25,24,,,,,,Pass
24,24,,,,,,Pass
23,24,,,,,,Pass
22,24,,,,,,Pass
21,24,,,,,,Pass
20,24,,,,,,Pass
19,24,,,,,,Pass
18,24,,,,,,Pass
17,24,,,,,,Pass
16,24,,,,,,Pass
15,24,,,,,,Pass
14,24,,,,,,Pass
13,24,,,,,,Pass
12,24,,,,,,Pass
11,24,,,,,,Pass
10,24,,,,,,Pass
9,24,,,,,,Pass
8,24,,,,,,Pass
7,24,,,,,,Pass
6,24,,,,,,Pass
5,24,,,,,,Pass
4,24,,,,,,Pass
2,24,,,,,,Pass
1,24,,,,,,Pass
0,24,,,,,,Pass
-1,24,,,,,,Pass
-2,24,,,,,,Pass
-3,24,,,,,,Pass
-4,24,,,,,,Pass
-5,24,,,,,,Pass
-6,24,,,,,,Pass
-7,24,,,,,,Pass
-8,24,,,,,,Pass
-9,24,,,,,,Pass
-10,24,,,,,,Pass
-11,24,,,,,,Pass
-12,24,,,,,,Pass
-13,24,,,,,,Pass
-14,24,,,,,,Pass
-15,24,,,,,,Pass
-16,24,,,,,,Pass
-17,24,,,,,,Pass
-18,24,,,,,,Pass
-19,24,,,,,,Pass
-19,23,,,,,,Pass
-18,23,,,,,,Pass
-17,23,,,,,,Pass
-16,23,,,,,,Pass
-15,23,,,,,,Pass
-14,23,,,,,,Pass
-13,23,,,,,,Pass
-11,23,,,,,,Pass
-10,23,,,,,,Pass
-8,23,,,,,,Pass
-7,23,,,,,,Pass
-6,23,,,,,,Pass
-5,23,,,,,,Pass
-4,23,,,,,,Pass
-3,23,,,,,,Pass
-1,23,,,,,,Pass
0,23,,,,,,Pass
1,23,,,,,,Pass
2,23,,,,,,Pass
3,23,,,,,,Pass
4,23,,,,,,Pass
5,23,,,,,,Pass
6,23,,,,,,Pass
7,23,,,,,,Pass
8,23,,,,,,Pass
9,23,,,,,,Pass
10,23,,,,,,Pass
11,23,,,,,,Pass
12,23,,,,,,Pass
13,23,,,,,,Pass
14,23,,,,,,Pass
15,23,,,,,,Pass
16,23,,,,,,Pass
17,23,,,,,,Pass
18,23,,,,,,Pass
19,23,,,,,,Pass
20,23,,,,,,Pass
21,23,,,,,,Pass
22,23,,,,,,Pass
23,23,,,,,,Pass
24,23,,,,,,Pass
25,23,,,,,,Pass
26,23,,,,,,Pass
27,23,,,,,,Pass
28,23,,,,,,Pass
30,23,,,,,,Pass
31,23,,,,,,Pass
31,22,,,,,,Pass
30,22,,,,,,Pass
29,22,,,,,,Pass
28,22,,,,,,Pass
27,22,,,,,,Pass
26,22,,,,,,Pass
25,22,,,,,,Pass
24,22,,,,,,Pass
23,22,,,,,,Pass
22,22,,,,,,Pass
21,22,,,,,,Pass
20,22,,,,,,Pass
19,22,,,,,,Pass
18,22,,,,,,Pass
17,22,,,,,,Pass
16,22,,,,,,Pass
15,22,,,,,,Pass
14,22,,,,,,Pass
12,22,,,,,,Pass
11,22,,,,,,Pass
10,22,,,,,,Pass
9,22,,,,,,Pass
8,22,,,,,,Pass
7,22,,,,,,Pass
6,22,,,,,,Pass
5,22,,,,,,Pass
4,22,,,,,,Pass
3,22,,,,,,Pass
2,22,,,,,,Pass
1,22,,,,,,Pass
0,22,,,,,,Pass
-2,22,,,,,,Pass
-3,22,,,,,,Pass
-4,22,,,,,,Pass
-5,22,,,,,,Pass
-6,22,,,,,,Pass
-7,22,,,,,,Pass
-8,22,,,,,,Pass
-9,22,,,,,,Pass
-10,22,,,,,,Pass
-11,22,,,,,,Pass
-14,22,,,,,,Pass
-15,22,,,,,,Pass
-16,22,,,,,,Pass
-17,22,,,,,,Pass
-18,22,,,,,,Pass
-19,22,,,,,,Pass
-18,21,,,,,,Pass
-17,21,,,,,,Pass
-16,21,,,,,,Pass
-15,21,,,,,,Pass
-14,21,,,,,,Pass
-13,21,,,,,,Pass
-12,21,,,,,,Pass
-11,21,,,,,,Pass
-10,21,,,,,,Pass
-9,21,,,,,,Pass
-8,21,,,,,,Pass
-7,21,,,,,,Pass
-6,21,,,,,,Pass
-5,21,,,,,,Pass
-4,21,,,,,,Pass
-3,21,,,,,,Pass
-2,21,,,,,,Pass
-1,21,,,,,,Pass
0,21,,,,,,Pass
1,21,,,,,,Pass
2,21,,,,,,Pass
3,21,,,,,,Pass
4,21,,,,,,Pass
6,21,,,,,,Pass
7,21,,,,,,Pass
8,21,,,,,,Pass
9,21,,,,,,Pass
10,21,,,,,,Pass
11,21,,,,,,Pass
12,21,,,,,,Pass
13,21,,,,,,Pass
14,21,,,,,,Pass
15,21,,,,,,Pass
16,21,,,,,,Pass
18,21,,,,,,Pass
19,21,,,,,,Pass
20,21,,,,,,Pass
21,21,,,,,,Pass
22,21,,,,,,Pass
23,21,,,,,,Pass
24,21,,,,,,Pass
25,21,,,,,,Pass
29,21,,,,,,Pass
30,20,,,,,,Pass
29,20,,,,,,Pass
28,20,,,,,,Pass
27,20,,,,,,Pass
26,20,,,,,,Pass
25,20,,,,,,Pass
24,20,,,,,,Pass
23,20,,,,,,Pass
22,20,,,,,,Pass
21,20,,,,,,Pass
20,20,,,,,,Pass
19,20,,,,,,Pass
18,20,,,,,,Pass
17,20,,,,,,Pass
16,20,,,,,,Pass
15,20,,,,,,Pass
14,20,,,,,,Pass
13,20,,,,,,Pass
12,20,,,,,,Pass
11,20,,,,,,Pass
10,20,,,,,,Pass
9,20,,,,,,Pass
8,20,,,,,,Pass
7,20,,,,,,Pass
6,20,,,,,,Pass
5,20,,,,,,Pass
4,20,,,,,,Pass
3,20,,,,,,Pass
2,20,,,,,,Pass
1,20,,,,,,Pass
0,20,,,,,,Pass
-1,20,,,,,,Pass
-2,20,,,,,,Pass
-3,20,,,,,,Pass
-4,20,,,,,,Pass
-6,20,,,,,,Pass
-7,20,,,,,,Pass
-8,20,,,,,,Pass
-9,20,,,,,,Pass
-10,20,,,,,,Pass
-11,20,,,,,,Pass
-12,20,,,,,,Pass
-13,20,,,,,,Pass
-14,20,,,,,,Pass
-15,20,,,,,,Pass
-16,20,,,,,,Pass
-17,20,,,,,,Pass
-19,20,,,,,,Pass
-19,19,,,,,,Pass
-18,19,,,,,,Pass
-17,19,,,,,,Pass
-16,19,,,,,,Pass
-15,19,,,,,,Pass
-14,19,,,,,,Pass
-13,19,,,,,,Pass
-12,19,,,,,,Pass
-11,19,,,,,,Pass
-10,19,,,,,,Pass
-9,19,,,,,,Pass
-8,19,,,,,,Pass
-7,19,,,,,,Pass
-6,19,,,,,,Pass
-5,19,,,,,,Pass
-3,19,,,,,,Pass
-2,19,,,,,,Pass
-1,19,,,,,,Pass
0,19,,,,,,Pass
1,19,,,,,,Pass
2,19,,,,,,Pass
3,19,,,,,,Pass
4,19,,,,,,Pass
5,19,,,,,,Pass
6,19,,,,,,Pass
7,19,,,,,,Pass
8,19,,,,,,Pass
9,19,,,,,,Pass
10,19,,,,,,Pass
11,19,,,,,,Pass
12,19,,,,,,Pass
13,19,,,,,,Pass
14,19,,,,,,Pass
15,19,,,,,,Pass
16,19,,,,,,Pass
17,19,,,,,,Pass
18,19,,,,,,Pass
19,19,,,,,,Pass
20,19,,,,,,Pass
21,19,,,,,,Pass
22,19,,,,,,Pass
24,19,,,,,,Pass
25,19,,,,,,Pass
26,19,,,,,,Pass
27,19,,,,,,Pass
28,19,,,,,,Pass
29,19,,,,,,Pass
30,19,,,,,,Pass
30,18,,,,,,Pass
29,18,,,,,,Pass
28,18,,,,,,Pass
27,18,,,,,,Pass
26,18,,,,,,Pass
25,18,,,,,,Pass
24,18,,,,,,Pass
23,18,,,,,,Pass
22,18,,,,,,Pass
21,18,,,,,,Pass
20,18,,,,,,Pass
19,18,,,,,,Pass
18,18,,,,,,Pass
17,18,,,,,,Pass
16,18,,,,,,Pass
14,18,,,,,,Pass
13,18,,,,,,Pass
12,18,,,,,,Pass
11,18,,,,,,Pass
10,18,,,,,,Pass
9,18,,,,,,Pass
8,18,,,,,,Pass
7,18,,,,,,Pass
6,18,,,,,,Pass
5,18,,,,,,Pass
4,18,,,,,,Pass
3,18,,,,,,Pass
2,18,,,,,,Pass
1,18,,,,,,Pass
0,18,,,,,,Pass
-1,18,,,,,,Pass
-2,18,,,,,,Pass
-3,18,,,,,,Pass
-4,18,,,,,,Pass
-5,18,,,,,,Pass
-6,18,,,,,,Pass
-7,18,,,,,,Pass
-8,18,,,,,,Pass
-9,18,,,,,,Pass
-10,18,,,,,,Pass
-11,18,,,,,,Pass
-12,18,,,,,,Pass
-13,18,,,,,,Pass
-14,18,,,,,,Pass
-15,18,,,,,,Pass
-16,18,,,,,,Pass
-17,18,,,,,,Pass
-18,18,,,,,,Pass
-18,17,,,,,,Pass
-17,17,,,,,,Pass
-16,17,,,,,,Pass
-15,17,,,,,,Pass
-14,17,,,,,,Pass
-13,17,,,,,,Pass
-12,17,,,,,,Pass
-11,17,,,,,,Pass
-10,17,,,,,,Pass
-9,17,,,,,,Pass
-8,17,,,,,,Pass
-7,17,,,,,,Pass
-6,17,,,,,,Pass
-5,17,,,,,,Pass
-4,17,,,,,,Pass
-3,17,,,,,,Pass
-2,17,,,,,,Pass
-1,17,,,,,,Pass
0,17,,,,,,Pass
1,17,,,,,,Pass
2,17,,,,,,Pass
3,17,,,,,,Pass
4,17,,,,,,Pass
5,17,,,,,,Pass
6,17,,,,,,Pass
7,17,,,,,,Pass
8,17,,,,,,Pass
9,17,,,,,,Pass
10,17,,,,,,Pass
11,17,,,,,,Pass
12,17,,,,,,Pass
13,17,,,,,,Pass
14,17,,,,,,Pass
15,17,,,,,,Pass
16,17,,,,,,Pass
17,17,,,,,,Pass
18,17,,,,,,Pass
19,17,,,,,,Pass
20,17,,,,,,Pass
21,17,,,,,,Pass
22,17,,,,,,Pass
24,17,,,,,,Pass
25,17,,,,,,Pass
26,17,,,,,,Pass
27,17,,,,,,Pass
29,17,,,,,,Pass
29,16,,,,,,Pass
28,16,,,,,,Pass
27,16,,,,,,Pass
26,16,,,,,,Pass
25,16,,,,,,Pass
24,16,,,,,,Pass
23,16,,,,,,Pass
22,16,,,,,,Pass
20,16,,,,,,Pass
19,16,,,,,,Pass
18,16,,,,,,Pass
17,16,,,,,,Pass
16,16,,,,,,Pass
15,16,,,,,,Pass
14,16,,,,,,Pass
13,16,,,,,,Pass
12,16,,,,,,Pass
11,16,,,,,,Pass
10,16,,,,,,Pass
9,16,,,,,,Pass
8,16,,,,,,Pass
7,16,,,,,,Pass
6,16,,,,,,Pass
5,16,,,,,,Pass
4,16,,,,,,Pass
3,16,,,,,,Pass
2,16,,,,,,Pass
1,16,,,,,,Pass
0,16,,,,,,Pass
-1,16,,,,,,Pass
-2,16,,,,,,Pass
-3,16,,,,,,Pass
-4,16,,,,,,Pass
-5,16,,,,,,Pass
-6,16,,,,,,Pass
-7,16,,,,,,Pass
-8,16,,,,,,Pass
-9,16,,,,,,Pass
-10,16,,,,,,Pass
-11,16,,,,,,Pass
-12,16,,,,,,Pass
-13,16,,,,,,Pass
-14,16,,,,,,Pass
-15,16,,,,,,Pass
-16,16,,,,,,Pass
-18,16,,,,,,Pass
-17,15,,,,,,Pass
-16,15,,,,,,Pass
-15,15,,,,,,Pass
-14,15,,,,,,Pass
-13,15,,,,,,Pass
-12,15,,,,,,Pass
-11,15,,,,,,Pass
-10,15,,,,,,Pass
-9,15,,,,,,Pass
-8,15,,,,,,Pass
-7,15,,,,,,Pass
-6,15,,,,,,Pass
-5,15,,,,,,Pass
-4,15,,,,,,Pass
-3,15,,,,,,Pass
-2,15,,,,,,Pass
-1,15,,,,,,Pass
0,15,,,,,,Pass
1,15,,,,,,Pass
2,15,,,,,,Pass
3,15,,,,,,Pass
4,15,,,,,,Pass
5,15,,,,,,Pass
6,15,,,,,,Pass
7,15,,,,,,Pass
8,15,,,,,,Pass
9,15,,,,,,Pass
10,15,,,,,,Pass
12,15,,,,,,Pass
13,15,,,,,,Pass
14,15,,,,,,Pass
15,15,,,,,,Pass
16,15,,,,,,Pass
17,15,,,,,,Pass
18,15,,,,,,Pass
19,15,,,,,,Pass
20,15,,,,,,Pass
21,15,,,,,,Pass
22,15,,,,,,Pass
23,15,,,,,,Pass
24,15,,,,,,Pass
25,15,,,,,,Pass
26,15,,,,,,Pass
27,15,,,,,,Pass
28,15,,,,,,Pass
29,15,,,,,,Pass
28,14,,,,,,Pass
27,14,,,,,,Pass
26,14,,,,,,Pass
25,14,,,,,,Pass
24,14,,,,,,Pass
23,14,,,,,,Pass
22,14,,,,,,Pass
21,14,,,,,,Pass
20,14,,,,,,Pass
19,14,,,,,,Pass
18,14,,,,,,Pass
17,14,,,,,,Pass
15,14,,,,,,Pass
14,14,,,,,,Pass
13,14,,,,,,Pass
12,14,,,,,,Pass
11,14,,,,,,Pass
10,14,,,,,,Pass
9,14,,,,,,Pass
8,14,,,,,,Pass
7,14,,,,,,Pass
6,14,,,,,,Pass
5,14,,,,,,Pass
4,14,,,,,,Pass
3,14,,,,,,Pass
2,14,,,,,,Pass
1,14,,,,,,Pass
0,14,,,,,,Pass
-1,14,,,,,,Pass
-2,14,,,,,,Pass
-3,14,,,,,,Pass
-4,14,,,,,,Pass
-5,14,,,,,,Pass
-6,14,,,,,,Pass
-7,14,,,,,,Pass
-8,14,,,,,,Pass
-9,14,,,,,,Pass
-10,14,,,,,,Pass
-11,14,,,,,,Pass
-12,14,,,,,,Pass
-13,14,,,,,,Pass
-14,14,,,,,,Pass
-15,14,,,,,,Pass
-16,14,,,,,,Pass
-17,14,,,,,,Pass
-16,13,,,,,,Pass
-15,13,,,,,,Pass
-14,13,,,,,,Pass
-13,13,,,,,,Pass
-12,13,,,,,,Pass
-11,13,,,,,,Pass
-10,13,,,,,,Pass
-9,13,,,,,,Pass
-8,13,,,,,,Pass
-7,13,,,,,,Pass
-6,13,,,,,,Pass
-5,13,,,,,,Pass
-4,13,,,,,,Pass
-3,13,,,,,,Pass
-2,13,,,,,,Pass
-1,13,,,,,,Pass
0,13,,,,,,Pass
1,13,,,,,,Pass
2,13,,,,,,Pass
3,13,,,,,,Pass
4,13,,,,,,Pass
5,13,,,,,,Pass
6,13,,,,,,Pass
7,13,,,,,,Pass
8,13,,,,,,Pass
9,13,,,,,,Pass
10,13,,,,,,Pass
11,13,,,,,,Pass
12,13,,,,,,Pass
13,13,,,,,,Pass
14,13,,,,,,Pass
15,13,,,,,,Pass
16,13,,,,,,Pass
17,13,,,,,,Pass
18,13,,,,,,Pass
19,13,,,,,,Pass
22,13,,,,,,Pass
23,13,,,,,,Pass
24,13,,,,,,Pass
25,13,,,,,,Pass
26,13,,,,,,Pass
27,13,,,,,,Pass
27,12,,,,,,Pass
26,12,,,,,,Pass
25,12,,,,,,Pass
24,12,,,,,,Pass
23,12,,,,,,Pass
22,12,,,,,,Pass
21,12,,,,,,Pass
20,12,,,,,,Pass
19,12,,,,,,Pass
18,12,,,,,,Pass
17,12,,,,,,Pass
16,12,,,,,,Pass
15,12,,,,,,Pass
14,12,,,,,,Pass
13,12,,,,,,Pass
12,12,,,,,,Pass
11,12,,,,,,Pass
10,12,,,,,,Pass
9,12,,,,,,Pass
8,12,,,,,,Pass
7,12,,,,,,Pass
6,12,,,,,,Pass
5,12,,,,,,Pass
4,12,,,,,,Pass
3,12,,,,,,Pass
2,12,,,,,,Pass
1,12,,,,,,Pass
0,12,,,,,,Pass
-1,12,,,,,,Pass
-2,12,,,,,,Pass
-3,12,,,,,,Pass
-4,12,,,,,,Pass
-5,12,,,,,,Pass
-6,12,,,,,,Pass
-7,12,,,,,,Pass
-8,12,,,,,,Pass
-10,12,,,,,,Pass
-11,12,,,,,,Pass
-13,12,,,,,,Pass
-14,12,,,,,,Pass
-15,12,,,,,,Pass
-16,12,,,,,,Pass
-15,11,,,,,,Pass
-14,11,,,,,,Pass
-13,11,,,,,,Pass
-12,11,,,,,,Pass
-11,11,,,,,,Pass
-10,11,,,,,,Pass
-9,11,,,,,,Pass
-7,11,,,,,,Pass
-6,11,,,,,,Pass
-5,11,,,,,,Pass
-4,11,,,,,,Pass
-3,11,,,,,,Pass
-2,11,,,,,,Pass
-1,11,,,,,,Pass
0,11,,,,,,Pass
1,11,,,,,,Pass
2,11,,,,,,Pass
3,11,,,,,,Pass
4,11,,,,,,Pass
5,11,,,,,,Pass
6,11,,,,,,Pass
7,11,,,,,,Pass
8,11,,,,,,Pass
9,11,,,,,,Pass
10,11,,,,,,Pass
11,11,,,,,,Pass
12,11,,,,,,Pass
13,11,,,,,,Pass
14,11,,,,,,Pass
15,11,,,,,,Pass
16,11,,,,,,Pass
17,11,,,,,,Pass
18,11,,,,,,Pass
19,11,,,,,,Pass
20,11,,,,,,Pass
22,11,,,,,,Pass
23,11,,,,,,Pass
24,11,,,,,,Pass
25,11,,,,,,Pass
26,11,,,,,,Pass
26,10,,,,,,Pass
25,10,,,,,,Pass
24,10,,,,,,Pass
23,10,,,,,,Pass
22,10,,,,,,Pass
21,10,,,,,,Pass
19,10,,,,,,Pass
18,10,,,,,,Pass
17,10,,,,,,Pass
16,10,,,,,,Pass
14,10,,,,,,Pass
13,10,,,,,,Pass
12,10,,,,,,Pass
11,10,,,,,,Pass
10,10,,,,,,Pass
9,10,,,,,,Pass
8,10,,,,,,Pass
7,10,,,,,,Pass
6,10,,,,,,Pass
5,10,,,,,,Pass
3,10,,,,,,Pass
2,10,,,,,,Pass
1,10,,,,,,Pass
0,10,,,,,,Pass
-1,10,,,,,,Pass
-2,10,,,,,,Pass
-3,10,,,,,,Pass
-4,10,,,,,,Pass
-5,10,,,,,,Pass
-6,10,,,,,,Pass
-7,10,,,,,,Pass
-8,10,,,,,,Pass
-10,10,,,,,,Pass
-11,10,,,,,,Pass
-12,10,,,,,,Pass
-13,9,,,,,,Pass
-12,9,,,,,,Pass
-11,9,,,,,,Pass
-10,9,,,,,,Pass
-9,9,,,,,,Pass
-7,9,,,,,,Pass
-6,9,,,,,,Pass
-5,9,,,,,,Pass
-4,9,,,,,,Pass
-3,9,,,,,,Pass
-2,9,,,,,,Pass
-1,9,,,,,,Pass
0,9,,,,,,Pass
1,9,,,,,,Pass
2,9,,,,,,Pass
3,9,,,,,,Pass
4,9,,,,,,Pass
5,9,,,,,,Pass
6,9,,,,,,Pass
7,9,,,,,,Pass
8,9,,,,,,Pass
9,9,,,,,,Pass
10,9,,,,,,Pass
11,9,,,,,,Pass
12,9,,,,,,Pass
13,9,,,,,,Pass
14,9,,,,,,Pass
15,9,,,,,,Pass
16,9,,,,,,Pass
17,9,,,,,,Pass
18,9,,,,,,Pass
19,9,,,,,,Pass
20,9,,,,,,Pass
21,9,,,,,,Pass
22,9,,,,,,Pass
23,9,,,,,,Pass
24,9,,,,,,Pass
25,9,,,,,,Pass
24,8,,,,,,Pass
22,8,,,,,,Pass
21,8,,,,,,Pass
20,8,,,,,,Pass
19,8,,,,,,Pass
18,8,,,,,,Pass
17,8,,,,,,Pass
16,8,,,,,,Pass
15,8,,,,,,Pass
14,8,,,,,,Pass
13,8,,,,,,Pass
12,8,,,,,,Pass
11,8,,,,,,Pass
10,8,,,,,,Pass
9,8,,,,,,Pass
8,8,,,,,,Pass
7,8,,,,,,Pass
6,8,,,,,,Pass
5,8,,,,,,Pass
4,8,,,,,,Pass
3,8,,,,,,Pass
2,8,,,,,,Pass
1,8,,,,,,Pass
0,8,,,,,,Pass
-1,8,,,,,,Pass
-2,8,,,,,,Pass
-3,8,,,,,,Pass
-4,8,,,,,,Pass
-5,8,,,,,,Pass
-6,8,,,,,,Pass
-7,8,,,,,,Pass
-8,8,,,,,,Pass
-10,8,,,,,,Pass
-11,8,,,,,,Pass
-12,8,,,,,,Pass
-13,8,,,,,,Pass
-11,7,,,,,,Pass
-10,7,,,,,,Pass
-9,7,,,,,,Pass
-8,7,,,,,,Pass
-7,7,,,,,,Pass
-6,7,,,,,,Pass
-5,7,,,,,,Pass
-4,7,,,,,,Pass
-3,7,,,,,,Pass
-2,7,,,,,,Pass
-1,7,,,,,,Pass
0,7,,,,,,Pass
1,7,,,,,,Pass
2,7,,,,,,Pass
3,7,,,,,,Pass
4,7,,,,,,Pass
5,7,,,,,,Pass
6,7,,,,,,Pass
7,7,,,,,,Pass
8,7,,,,,,Pass
9,7,,,,,,Pass
10,7,,,,,,Pass
11,7,,,,,,Pass
12,7,,,,,,Pass
13,7,,,,,,Pass
14,7,,,,,,Pass
15,7,,,,,,Pass
16,7,,,,,,Pass
17,7,,,,,,Pass
18,7,,,,,,Pass
19,7,,,,,,Pass
20,7,,,,,,Pass
21,7,,,,,,Pass
22,6,,,,,,Pass
21,6,,,,,,Pass
20,6,,,,,,Pass
19,6,,,,,,Pass
18,6,,,,,,Pass
17,6,,,,,,Pass
16,6,,,,,,Pass
15,6,,,,,,Pass
14,6,,,,,,Pass
13,6,,,,,,Pass
11,6,,,,,,Pass
10,6,,,,,,Pass
9,6,,,,,,Pass
8,6,,,,,,Pass
7,6,,,,,,Pass
6,6,,,,,,Pass
5,6,,,,,,Pass
4,6,,,,,,Pass
3,6,,,,,,Pass
2,6,,,,,,Pass
1,6,,,,,,Pass
0,6,,,,,,Pass
-1,6,,,,,,Pass
-2,6,,,,,,Pass
-3,6,,,,,,Pass
-5,6,,,,,,Pass
-6,6,,,,,,Pass
-7,6,,,,,,Pass
-8,6,,,,,,Pass
-9,6,,,,,,Pass
-10,5,,,,,,Pass
-9,5,,,,,,Pass
-8,5,,,,,,Pass
-7,5,,,,,,Pass
-6,5,,,,,,Pass
-5,5,,,,,,Pass
-4,5,,,,,,Pass
-3,5,,,,,,Pass
-2,5,,,,,,Pass
-1,5,,,,,,Pass
0,5,,,,,,Pass
1,5,,,,,,Pass
2,5,,,,,,Pass
3,5,,,,,,Pass
4,5,,,,,,Pass
5,5,,,,,,Pass
6,5,,,,,,Pass
7,5,,,,,,Pass
8,5,,,,,,Pass
9,5,,,,,,Pass
10,5,,,,,,Pass
11,5,,,,,,Pass
12,5,,,,,,Pass
13,5,,,,,,Pass
14,5,,,,,,Pass
15,5,,,,,,Pass
16,5,,,,,,Pass
17,5,,,,,,Pass
18,5,,,,,,Pass
19,5,,,,,,Pass
20,5,,,,,,Pass
21,5,,,,,,Pass
20,4,,,,,,Pass
19,4,,,,,,Pass
18,4,,,,,,Pass
17,4,,,,,,Pass
16,4,,,,,,Pass
15,4,,,,,,Pass
14,4,,,,,,Pass
13,4,,,,,,Pass
12,4,,,,,,Pass
11,4,,,,,,Pass
10,4,,,,,,Pass
9,4,,,,,,Pass
8,4,,,,,,Pass
7,4,,,,,,Pass
6,4,,,,,,Pass
5,4,,,,,,Pass
4,4,,,,,,Pass
2,4,,,,,,Pass
1,4,,,,,,Pass
0,4,,,,,,Pass
-1,4,,,,,,Pass
-2,4,,,,,,Pass
-3,4,,,,,,Pass
-4,4,,,,,,Pass
-5,4,,,,,,Pass
-6,4,,,,,,Pass
-7,4,,,,,,Pass
-8,4,,,,,,Pass
-7,3,,,,,,Pass
-6,3,,,,,,Pass
-5,3,,,,,,Pass
-4,3,,,,,,Pass
-3,3,,,,,,Pass
-2,3,,,,,,Pass
-1,3,,,,,,Pass
0,3,,,,,,Pass
1,3,,,,,,Pass
2,3,,,,,,Pass
3,3,,,,,,Pass
4,3,,,,,,Pass
5,3,,,,,,Pass
6,3,,,,,,Pass
7,3,,,,,,Pass
8,3,,,,,,Pass
9,3,,,,,,Pass
10,3,,,,,,Pass
11,3,,,,,,Pass
12,3,,,,,,Pass
13,3,,,,,,Pass
14,3,,,,,,Pass
15,3,,,,,,Pass
16,3,,,,,,Pass
17,3,,,,,,Pass
18,3,,,,,,Pass
17,2,,,,,,Pass
16,2,,,,,,Pass
15,2,,,,,,Pass
14,2,,,,,,Pass
13,2,,,,,,Pass
12,2,,,,,,Pass
10,2,,,,,,Pass
9,2,,,,,,Pass
8,2,,,,,,Pass
7,2,,,,,,Pass
6,2,,,,,,Pass
5,2,,,,,,Pass
4,2,,,,,,Pass
3,2,,,,,,Pass
2,2,,,,,,Pass
1,2,,,,,,Pass
0,2,,,,,,Pass
-1,2,,,,,,Pass
-2,2,,,,,,Pass
-3,2,,,,,,Pass
-5,2,,,,,,Pass
-3,1,,,,,,Pass
-2,1,,,,,,Pass
-1,1,,,,,,Pass
0,1,,,,,,Pass
1,1,,,,,,Pass
2,1,,,,,,Pass
3,1,,,,,,Pass
4,1,,,,,,Pass
5,1,,,,,,Pass
6,1,,,,,,Pass
7,1,,,,,,Pass
8,1,,,,,,Pass
9,1,,,,,,Pass
10,1,,,,,,Pass
11,1,,,,,,Pass
12,1,,,,,,Pass
13,1,,,,,,Pass
14,1,,,,,,Pass
11,0,,,,,,Pass
10,0,,,,,,Pass
9,0,,,,,,Pass
7,0,,,,,,Pass
6,0,,,,,,Pass
5,0,,,,,,Pass
3,0,,,,,,Pass
2,0,,,,,,Pass
1,0,,,,,,Pass
0,0,,,,,,Pass
2,53,,,,,,Fail
3,53,,,,,,Fail
4,53,,,,,,Fail
5,53,,,,,,Fail
6,53,,,,,,Fail
7,53,,,,,,Fail
8,53,,,,,,Fail
9,53,,,,,,Fail
13,52,,,,,,Fail
12,52,,,,,,Fail
11,52,,,,,,Fail
10,52,,,,,,Fail
7,52,,,,,,Fail
0,52,,,,,,Fail
-1,52,,,,,,Fail
-2,52,,,,,,Fail
-4,51,,,,,,Fail
-3,51,,,,,,Fail
3,51,,,,,,Fail
15,51,,,,,,Fail
17,50,,,,,,Fail
11,50,,,,,,Fail
10,50,,,,,,Fail
-5,50,,,,,,Fail
-6,50,,,,,,Fail
-8,49,,,,,,Fail
-7,49,,,,,,Fail
-6,49,,,,,,Fail
-2,49,,,,,,Fail
19,49,,,,,,Fail
-1,48,,,,,,Fail
-3,48,,,,,,Fail
-6,48,,,,,,Fail
-9,48,,,,,,Fail
-10,47,,,,,,Fail
22,47,,,,,,Fail
-11,45,,,,,,Fail
25,44,,,,,,Fail
13,44,,,,,,Fail
8,44,,,,,,Fail
2,44,,,,,,Fail
-12,44,,,,,,Fail
-14,43,,,,,,Fail
-12,43,,,,,,Fail
-11,43,,,,,,Fail
9,43,,,,,,Fail
-15,42,,,,,,Fail
16,41,,,,,,Fail
27,41,,,,,,Fail
